party_id,name,type,country,business,risk_rating
504,Customer_00504,I,US,I,7
505,Customer_00505,I,US,I,66
506,Customer_00506,I,US,I,42
507,Customer_00507,I,US,I,42
508,Customer_00508,I,US,I,37
509,Customer_00509,I,US,I,31
510,Customer_00510,I,US,I,53
511,Customer_00511,I,US,I,46
512,Customer_00512,I,US,I,87
513,Customer_00513,I,US,I,80
514,Customer_00514,I,US,I,44
515,Customer_00515,I,US,I,49
516,Customer_00516,I,US,I,35
517,Customer_00517,I,US,I,38
518,Customer_00518,I,US,I,66
519,Customer_00519,I,US,I,20
520,Customer_00520,I,US,I,84
521,Customer_00521,I,US,I,35
522,Customer_00522,I,US,I,18
523,Customer_00523,I,US,I,25
524,Customer_00524,I,US,I,41
525,Customer_00525,I,US,I,77
526,Customer_00526,I,US,I,34
527,Customer_00527,I,US,I,66
528,Customer_00528,I,US,I,64
529,Customer_00529,I,US,I,4
530,Customer_00530,I,US,I,40
531,Customer_00531,I,US,I,59
532,Customer_00532,I,US,I,100
533,Customer_00533,I,US,I,20
534,Customer_00534,I,US,I,65
535,Customer_00535,I,US,I,47
536,Customer_00536,I,US,I,42
537,Customer_00537,I,US,I,32
538,Customer_00538,I,US,I,16
539,Customer_00539,I,US,I,38
540,Customer_00540,I,US,I,78
541,Customer_00541,I,US,I,93
542,Customer_00542,I,US,I,83
543,Customer_00543,I,US,I,14
544,Customer_00544,I,US,I,21
545,Customer_00545,I,US,I,89
546,Customer_00546,I,US,I,4
547,Customer_00547,I,US,I,72
548,Customer_00548,I,US,I,29
549,Customer_00549,I,US,I,50
550,Customer_00550,I,US,I,6
551,Customer_00551,I,US,I,33
552,Customer_00552,I,US,I,30
553,Customer_00553,I,US,I,0
554,Customer_00554,I,US,I,43
555,Customer_00555,I,US,I,94
556,Customer_00556,I,US,I,95
557,Customer_00557,I,US,I,25
558,Customer_00558,I,US,I,25
559,Customer_00559,I,US,I,20
560,Customer_00560,I,US,I,78
561,Customer_00561,I,US,I,67
562,Customer_00562,I,US,I,25
563,Customer_00563,I,US,I,39
564,Customer_00564,I,US,I,3
565,Customer_00565,I,US,I,15
566,Customer_00566,I,US,I,57
567,Customer_00567,I,US,I,61
568,Customer_00568,I,US,I,64
569,Customer_00569,I,US,I,1
570,Customer_00570,I,US,I,72
571,Customer_00571,I,US,I,10
572,Customer_00572,I,US,I,61
573,Customer_00573,I,US,I,80
574,Customer_00574,I,US,I,47
575,Customer_00575,I,US,I,14
576,Customer_00576,I,US,I,79
577,Customer_00577,I,US,I,22
578,Customer_00578,I,US,I,15
579,Customer_00579,I,US,I,80
580,Customer_00580,I,US,I,88
581,Customer_00581,I,US,I,97
582,Customer_00582,I,US,I,23
583,Customer_00583,I,US,I,70
584,Customer_00584,I,US,I,70
585,Customer_00585,I,US,I,59
586,Customer_00586,I,US,I,27
587,Customer_00587,I,US,I,79
588,Customer_00588,I,US,I,52
589,Customer_00589,I,US,I,87
590,Customer_00590,I,US,I,86
591,Customer_00591,I,US,I,41
592,Customer_00592,I,US,I,79
593,Customer_00593,I,US,I,29
594,Customer_00594,I,US,I,50
595,Customer_00595,I,US,I,52
596,Customer_00596,I,US,I,91
597,Customer_00597,I,US,I,28
598,Customer_00598,I,US,I,77
599,Customer_00599,I,US,I,86
600,Customer_00600,I,US,I,98
601,Customer_00601,I,US,I,72
602,Customer_00602,I,US,I,57
603,Customer_00603,I,US,I,67
604,Customer_00604,I,US,I,75
605,Customer_00605,I,US,I,79
606,Customer_00606,I,US,I,86
607,Customer_00607,I,US,I,5
608,Customer_00608,I,US,I,91
609,Customer_00609,I,US,I,2
610,Customer_00610,I,US,I,71
611,Customer_00611,I,US,I,40
612,Customer_00612,I,US,I,91
613,Customer_00613,I,US,I,6
614,Customer_00614,I,US,I,77
615,Customer_00615,I,US,I,100
616,Customer_00616,I,US,I,1
617,Customer_00617,I,US,I,47
618,Customer_00618,I,US,I,84
619,Customer_00619,I,US,I,67
620,Customer_00620,I,US,I,51
621,Customer_00621,I,US,I,76
622,Customer_00622,I,US,I,11
623,Customer_00623,I,US,I,63
624,Customer_00624,I,US,I,94
625,Customer_00625,I,US,I,91
626,Customer_00626,I,US,I,34
627,Customer_00627,I,US,I,91
628,Customer_00628,I,US,I,43
629,Customer_00629,I,US,I,3
630,Customer_00630,I,US,I,85
631,Customer_00631,I,US,I,80
632,Customer_00632,I,US,I,15
633,Customer_00633,I,US,I,48
634,Customer_00634,I,US,I,73
635,Customer_00635,I,US,I,26
636,Customer_00636,I,US,I,93
637,Customer_00637,I,US,I,67
638,Customer_00638,I,US,I,55
639,Customer_00639,I,US,I,38
640,Customer_00640,I,US,I,83
641,Customer_00641,I,US,I,18
642,Customer_00642,I,US,I,36
643,Customer_00643,I,US,I,96
644,Customer_00644,I,US,I,33
645,Customer_00645,I,US,I,92
646,Customer_00646,I,US,I,39
647,Customer_00647,I,US,I,15
648,Customer_00648,I,US,I,60
649,Customer_00649,I,US,I,54
650,Customer_00650,I,US,I,49
651,Customer_00651,I,US,I,89
652,Customer_00652,I,US,I,28
653,Customer_00653,I,US,I,97
654,Customer_00654,I,US,I,91
655,Customer_00655,I,US,I,13
656,Customer_00656,I,US,I,98
657,Customer_00657,I,US,I,0
658,Customer_00658,I,US,I,26
659,Customer_00659,I,US,I,89
660,Customer_00660,I,US,I,49
661,Customer_00661,I,US,I,99
662,Customer_00662,I,US,I,61
663,Customer_00663,I,US,I,62
664,Customer_00664,I,US,I,50
665,Customer_00665,I,US,I,62
666,Customer_00666,I,US,I,29
667,Customer_00667,I,US,I,10
668,Customer_00668,I,US,I,37
669,Customer_00669,I,US,I,69
670,Customer_00670,I,US,I,23
671,Customer_00671,I,US,I,89
672,Customer_00672,I,US,I,53
673,Customer_00673,I,US,I,46
674,Customer_00674,I,US,I,17
675,Customer_00675,I,US,I,31
676,Customer_00676,I,US,I,49
677,Customer_00677,I,US,I,43
678,Customer_00678,I,US,I,50
679,Customer_00679,I,US,I,87
680,Customer_00680,I,US,I,86
681,Customer_00681,I,US,I,81
682,Customer_00682,I,US,I,69
683,Customer_00683,I,US,I,61
684,Customer_00684,I,US,I,54
685,Customer_00685,I,US,I,15
686,Customer_00686,I,US,I,30
687,Customer_00687,I,US,I,72
688,Customer_00688,I,US,I,67
689,Customer_00689,I,US,I,57
690,Customer_00690,I,US,I,4
691,Customer_00691,I,US,I,16
692,Customer_00692,I,US,I,65
693,Customer_00693,I,US,I,43
694,Customer_00694,I,US,I,28
695,Customer_00695,I,US,I,26
696,Customer_00696,I,US,I,4
697,Customer_00697,I,US,I,49
698,Customer_00698,I,US,I,4
699,Customer_00699,I,US,I,3
700,Customer_00700,I,US,I,57
701,Customer_00701,I,US,I,39
702,Customer_00702,I,US,I,5
703,Customer_00703,I,US,I,15
704,Customer_00704,I,US,I,25
705,Customer_00705,I,US,I,35
706,Customer_00706,I,US,I,42
707,Customer_00707,I,US,I,53
708,Customer_00708,I,US,I,5
709,Customer_00709,I,US,I,27
710,Customer_00710,I,US,I,43
711,Customer_00711,I,US,I,41
712,Customer_00712,I,US,I,59
713,Customer_00713,I,US,I,15
714,Customer_00714,I,US,I,49
715,Customer_00715,I,US,I,28
716,Customer_00716,I,US,I,46
717,Customer_00717,I,US,I,71
718,Customer_00718,I,US,I,0
719,Customer_00719,I,US,I,97
720,Customer_00720,I,US,I,46
721,Customer_00721,I,US,I,59
722,Customer_00722,I,US,I,22
723,Customer_00723,I,US,I,59
724,Customer_00724,I,US,I,76
725,Customer_00725,I,US,I,74
726,Customer_00726,I,US,I,68
727,Customer_00727,I,US,I,11
728,Customer_00728,I,US,I,55
729,Customer_00729,I,US,I,46
730,Customer_00730,I,US,I,14
731,Customer_00731,I,US,I,18
732,Customer_00732,I,US,I,91
733,Customer_00733,I,US,I,22
734,Customer_00734,I,US,I,21
735,Customer_00735,I,US,I,87
736,Customer_00736,I,US,I,94
737,Customer_00737,I,US,I,78
738,Customer_00738,I,US,I,14
739,Customer_00739,I,US,I,86
740,Customer_00740,I,US,I,50
741,Customer_00741,I,US,I,3
742,Customer_00742,I,US,I,62
743,Customer_00743,I,US,I,37
744,Customer_00744,I,US,I,31
745,Customer_00745,I,US,I,57
746,Customer_00746,I,US,I,48
747,Customer_00747,I,US,I,1
748,Customer_00748,I,US,I,45
749,Customer_00749,I,US,I,79
750,Customer_00750,I,US,I,95
751,Customer_00751,I,US,I,78
752,Customer_00752,I,US,I,89
753,Customer_00753,I,US,I,53
754,Customer_00754,I,US,I,60
755,Customer_00755,I,US,I,96
756,Customer_00756,I,US,I,91
757,Customer_00757,I,US,I,28
758,Customer_00758,I,US,I,13
759,Customer_00759,I,US,I,21
760,Customer_00760,I,US,I,23
761,Customer_00761,I,US,I,20
762,Customer_00762,I,US,I,4
763,Customer_00763,I,US,I,56
764,Customer_00764,I,US,I,32
765,Customer_00765,I,US,I,65
766,Customer_00766,I,US,I,90
767,Customer_00767,I,US,I,48
768,Customer_00768,I,US,I,35
769,Customer_00769,I,US,I,40
770,Customer_00770,I,US,I,21
771,Customer_00771,I,US,I,30
772,Customer_00772,I,US,I,29
773,Customer_00773,I,US,I,9
774,Customer_00774,I,US,I,26
775,Customer_00775,I,US,I,1
776,Customer_00776,I,US,I,87
777,Customer_00777,I,US,I,87
778,Customer_00778,I,US,I,51
779,Customer_00779,I,US,I,63
780,Customer_00780,I,US,I,43
781,Customer_00781,I,US,I,58
782,Customer_00782,I,US,I,33
783,Customer_00783,I,US,I,6
784,Customer_00784,I,US,I,87
785,Customer_00785,I,US,I,22
786,Customer_00786,I,US,I,46
787,Customer_00787,I,US,I,10
788,Customer_00788,I,US,I,27
789,Customer_00789,I,US,I,80
790,Customer_00790,I,US,I,97
791,Customer_00791,I,US,I,50
792,Customer_00792,I,US,I,46
793,Customer_00793,I,US,I,79
794,Customer_00794,I,US,I,55
795,Customer_00795,I,US,I,81
796,Customer_00796,I,US,I,91
797,Customer_00797,I,US,I,16
798,Customer_00798,I,US,I,95
799,Customer_00799,I,US,I,32
800,Customer_00800,I,US,I,17
801,Customer_00801,I,US,I,16
802,Customer_00802,I,US,I,94
803,Customer_00803,I,US,I,94
804,Customer_00804,I,US,I,68
805,Customer_00805,I,US,I,46
806,Customer_00806,I,US,I,74
807,Customer_00807,I,US,I,81
808,Customer_00808,I,US,I,21
809,Customer_00809,I,US,I,44
810,Customer_00810,I,US,I,85
811,Customer_00811,I,US,I,5
812,Customer_00812,I,US,I,72
813,Customer_00813,I,US,I,94
814,Customer_00814,I,US,I,87
815,Customer_00815,I,US,I,76
816,Customer_00816,I,US,I,21
817,Customer_00817,I,US,I,69
818,Customer_00818,I,US,I,32
819,Customer_00819,I,US,I,17
820,Customer_00820,I,US,I,62
