account_id,party_id,init_balance,start_date,end_date,country,business,suspicious,is_fraud,model_id
114,114,163.39,1,2000,US,I,False,False,4
115,115,183.54,1,2000,US,I,False,False,5
116,116,189.3,1,2000,US,I,False,False,6
117,117,97.45,1,2000,US,I,False,False,7
118,118,173.36,1,2000,US,I,False,False,8
119,119,161.85,1,2000,US,I,False,False,9
120,120,160.74,1,2000,US,I,False,False,0
121,121,118.93,1,2000,US,I,False,False,1
122,122,132.85,1,2000,US,I,False,False,2
123,123,194.65,1,2000,US,I,False,False,3
124,124,94.61,1,2000,US,I,False,False,4
125,125,101.82,1,2000,US,I,False,False,5
126,126,197.9,1,2000,US,I,False,False,6
127,127,118.85,1,2000,US,I,False,False,7
128,128,102.89,1,2000,US,I,False,False,8
129,129,116.99,1,2000,US,I,False,False,9
130,130,197.48,1,2000,US,I,False,False,0
131,131,204.02,1,2000,US,I,False,False,1
132,132,94.12,1,2000,US,I,False,False,2
133,133,127.48,1,2000,US,I,False,False,3
134,134,122.76,1,2000,US,I,False,False,4
135,135,125.01,1,2000,US,I,False,False,5
136,136,144.28,1,2000,US,I,False,False,6
137,137,161.42,1,2000,US,I,False,False,7
138,138,133.88,1,2000,US,I,False,False,8
139,139,113.75,1,2000,US,I,False,False,9
140,140,139.63,1,2000,US,I,False,False,0
141,141,101.87,1,2000,US,I,False,False,1
142,142,104.64,1,2000,US,I,False,False,2
143,143,175.03,1,2000,US,I,False,False,3
144,144,120.34,1,2000,US,I,True,True,4
145,145,113.82,1,2000,US,I,False,False,5
146,146,166.21,1,2000,US,I,False,False,6
147,147,199.23,1,2000,US,I,False,False,7
148,148,186.66,1,2000,US,I,False,False,8
149,149,109.76,1,2000,US,I,False,False,9
150,150,158.6,1,2000,US,I,False,False,0
151,151,150.32,1,2000,US,I,False,False,1
152,152,111.67,1,2000,US,I,False,False,2
153,153,165.58,1,2000,US,I,False,False,3
154,154,208.23,1,2000,US,I,False,False,4
155,155,116.11,1,2000,US,I,False,False,5
156,156,130.51,1,2000,US,I,False,False,6
157,157,144.65,1,2000,US,I,False,False,7
158,158,134.81,1,2000,US,I,False,False,8
159,159,111.09,1,2000,US,I,False,False,9
160,160,149.25,1,2000,US,I,False,False,0
161,161,145.62,1,2000,US,I,False,False,1
162,162,165.4,1,2000,US,I,False,False,2
163,163,160.66,1,2000,US,I,False,False,3
164,164,122.14,1,2000,US,I,False,False,4
165,165,122.17,1,2000,US,I,False,False,5
166,166,134.5,1,2000,US,I,False,False,6
167,167,153.11,1,2000,US,I,False,False,7
168,168,141.7,1,2000,US,I,False,False,8
169,169,110.98,1,2000,US,I,False,False,9
170,170,179.15,1,2000,US,I,False,False,0
171,171,120.46,1,2000,US,I,False,False,1
172,172,85.76,1,2000,US,I,True,True,2
173,173,151.13,1,2000,US,I,False,False,3
174,174,126.19,1,2000,US,I,False,False,4
175,175,216.7,1,2000,US,I,False,False,5
176,176,139.05,1,2000,US,I,False,False,6
177,177,119.49,1,2000,US,I,False,False,7
178,178,141.8,1,2000,US,I,False,False,8
179,179,137.17,1,2000,US,I,False,False,9
180,180,187.06,1,2000,US,I,False,False,0
181,181,163.5,1,2000,US,I,False,False,1
182,182,151.62,1,2000,US,I,False,False,2
183,183,126.25,1,2000,US,I,False,False,3
184,184,138.07,1,2000,US,I,False,False,4
185,185,155.0,1,2000,US,I,False,False,5
186,186,93.05,1,2000,US,I,False,False,6
187,187,112.19,1,2000,US,I,False,False,7
188,188,100.26,1,2000,US,I,False,False,8
189,189,133.6,1,2000,US,I,False,False,9
190,190,155.25,1,2000,US,I,False,False,0
191,191,133.75,1,2000,US,I,False,False,1
192,192,216.32,1,2000,US,I,False,False,2
193,193,162.52,1,2000,US,I,False,False,3
194,194,152.91,1,2000,US,I,False,False,4
195,195,141.39,1,2000,US,I,False,False,5
196,196,181.43,1,2000,US,I,False,False,6
197,197,159.59,1,2000,US,I,False,False,7
198,198,142.5,1,2000,US,I,False,False,8
199,199,99.72,1,2000,US,I,False,False,9
200,200,155.9,1,2000,US,I,True,True,0
201,201,119.89,1,2000,US,I,False,False,1
202,202,119.41,1,2000,US,I,False,False,2
203,203,149.42,1,2000,US,I,False,False,3
204,204,152.08,1,2000,US,I,False,False,4
205,205,171.66,1,2000,US,I,False,False,5
206,206,179.83,1,2000,US,I,False,False,6
207,207,242.7,1,2000,US,I,False,False,7
208,208,130.81,1,2000,US,I,False,False,8
209,209,116.33,1,2000,US,I,False,False,9
210,210,135.83,1,2000,US,I,False,False,0
211,211,220.24,1,2000,US,I,False,False,1
212,212,182.86,1,2000,US,I,False,False,2
213,213,199.67,1,2000,US,I,False,False,3
214,214,112.93,1,2000,US,I,False,False,4
215,215,243.02,1,2000,US,I,False,False,5
216,216,153.43,1,2000,US,I,False,False,6
217,217,121.87,1,2000,US,I,False,False,7
218,218,153.06,1,2000,US,I,True,True,8
219,219,198.54,1,2000,US,I,False,False,9
220,220,139.9,1,2000,US,I,False,False,0
221,221,141.17,1,2000,US,I,False,False,1
222,222,155.69,1,2000,US,I,False,False,2
223,223,107.91,1,2000,US,I,False,False,3
224,224,202.65,1,2000,US,I,False,False,4
225,225,123.42,1,2000,US,I,False,False,5
226,226,160.83,1,2000,US,I,False,False,6
227,227,142.26,1,2000,US,I,False,False,7
228,228,107.17,1,2000,US,I,False,False,8
229,229,110.99,1,2000,US,I,False,False,9
230,230,164.33,1,2000,US,I,False,False,0
231,231,174.98,1,2000,US,I,False,False,1
232,232,138.61,1,2000,US,I,False,False,2
233,233,168.6,1,2000,US,I,False,False,3
234,234,131.37,1,2000,US,I,False,False,4
235,235,162.96,1,2000,US,I,False,False,5
236,236,118.61,1,2000,US,I,False,False,6
237,237,107.32,1,2000,US,I,False,False,7
238,238,132.95,1,2000,US,I,False,False,8
239,239,153.89,1,2000,US,I,False,False,9
240,240,192.48,1,2000,US,I,False,False,0
241,241,185.58,1,2000,US,I,False,False,1
242,242,114.55,1,2000,US,I,False,False,2
243,243,172.29,1,2000,US,I,False,False,3
244,244,162.63,1,2000,US,I,False,False,4
245,245,140.92,1,2000,US,I,False,False,5
246,246,179.3,1,2000,US,I,False,False,6
247,247,118.62,1,2000,US,I,False,False,7
248,248,85.58,1,2000,US,I,False,False,8
249,249,91.62,1,2000,US,I,False,False,9
250,250,199.96,1,2000,US,I,False,False,0
251,251,161.02,1,2000,US,I,False,False,1
252,252,179.01,1,2000,US,I,False,False,2
253,253,204.18,1,2000,US,I,False,False,3
254,254,167.14,1,2000,US,I,False,False,4
255,255,95.66,1,2000,US,I,False,False,5
256,256,172.17,1,2000,US,I,False,False,6
257,257,160.25,1,2000,US,I,False,False,7
258,258,182.36,1,2000,US,I,False,False,8
259,259,183.49,1,2000,US,I,False,False,9
260,260,195.38,1,2000,US,I,False,False,0
261,261,157.17,1,2000,US,I,False,False,1
262,262,139.44,1,2000,US,I,False,False,2
263,263,153.15,1,2000,US,I,False,False,3
264,264,115.73,1,2000,US,I,False,False,4
265,265,155.1,1,2000,US,I,False,False,5
266,266,116.13,1,2000,US,I,False,False,6
267,267,105.04,1,2000,US,I,False,False,7
268,268,129.06,1,2000,US,I,False,False,8
269,269,175.12,1,2000,US,I,False,False,9
270,270,154.65,1,2000,US,I,False,False,0
271,271,124.76,1,2000,US,I,False,False,1
272,272,145.67,1,2000,US,I,False,False,2
273,273,105.35,1,2000,US,I,False,False,3
274,274,121.82,1,2000,US,I,False,False,4
275,275,175.98,1,2000,US,I,False,False,5
276,276,128.33,1,2000,US,I,False,False,6
277,277,154.26,1,2000,US,I,False,False,7
278,278,173.08,1,2000,US,I,False,False,8
279,279,124.4,1,2000,US,I,False,False,9
280,280,137.65,1,2000,US,I,False,False,0
281,281,114.03,1,2000,US,I,False,False,1
282,282,89.53,1,2000,US,I,False,False,2
283,283,126.14,1,2000,US,I,False,False,3
284,284,146.26,1,2000,US,I,False,False,4
285,285,95.45,1,2000,US,I,False,False,5
286,286,126.53,1,2000,US,I,False,False,6
287,287,145.16,1,2000,US,I,False,False,7
288,288,171.34,1,2000,US,I,False,False,8
289,289,124.9,1,2000,US,I,False,False,9
290,290,157.16,1,2000,US,I,False,False,0
291,291,136.47,1,2000,US,I,False,False,1
292,292,173.68,1,2000,US,I,False,False,2
293,293,162.14,1,2000,US,I,False,False,3
294,294,148.3,1,2000,US,I,False,False,4
295,295,146.0,1,2000,US,I,False,False,5
296,296,167.83,1,2000,US,I,False,False,6
297,297,114.93,1,2000,US,I,False,False,7
298,298,121.31,1,2000,US,I,False,False,8
299,299,157.18,1,2000,US,I,False,False,9
300,300,189.44,1,2000,US,I,False,False,0
301,301,181.58,1,2000,US,I,False,False,1
302,302,165.05,1,2000,US,I,False,False,2
303,303,134.97,1,2000,US,I,False,False,3
304,304,238.95,1,2000,US,I,False,False,4
305,305,189.92,1,2000,US,I,False,False,5
306,306,91.55,1,2000,US,I,False,False,6
307,307,103.1,1,2000,US,I,False,False,7
308,308,197.86,1,2000,US,I,False,False,8
309,309,99.03,1,2000,US,I,False,False,9
310,310,102.05,1,2000,US,I,False,False,0
311,311,105.71,1,2000,US,I,False,False,1
312,312,151.69,1,2000,US,I,False,False,2
313,313,115.72,1,2000,US,I,False,False,3
314,314,141.36,1,2000,US,I,False,False,4
315,315,167.33,1,2000,US,I,False,False,5
316,316,179.52,1,2000,US,I,False,False,6
317,317,132.93,1,2000,US,I,False,False,7
318,318,126.48,1,2000,US,I,False,False,8
319,319,189.9,1,2000,US,I,False,False,9
320,320,123.92,1,2000,US,I,False,False,0
321,321,191.41,1,2000,US,I,False,False,1
322,322,160.23,1,2000,US,I,False,False,2
323,323,119.31,1,2000,US,I,False,False,3
324,324,122.69,1,2000,US,I,False,False,4
325,325,213.79,1,2000,US,I,False,False,5
326,326,186.38,1,2000,US,I,False,False,6
327,327,193.92,1,2000,US,I,False,False,7
328,328,133.74,1,2000,US,I,False,False,8
329,329,177.12,1,2000,US,I,False,False,9
330,330,106.26,1,2000,US,I,False,False,0
331,331,121.94,1,2000,US,I,False,False,1
332,332,116.55,1,2000,US,I,False,False,2
333,333,109.3,1,2000,US,I,False,False,3
334,334,225.88,1,2000,US,I,False,False,4
335,335,103.99,1,2000,US,I,False,False,5
336,336,105.27,1,2000,US,I,False,False,6
337,337,132.84,1,2000,US,I,False,False,7
338,338,150.55,1,2000,US,I,False,False,8
339,339,146.08,1,2000,US,I,False,False,9
340,340,93.48,1,2000,US,I,False,False,0
341,341,202.25,1,2000,US,I,False,False,1
342,342,184.64,1,2000,US,I,False,False,2
343,343,119.33,1,2000,US,I,False,False,3
344,344,104.36,1,2000,US,I,False,False,4
345,345,167.13,1,2000,US,I,False,False,5
346,346,171.82,1,2000,US,I,False,False,6
347,347,155.27,1,2000,US,I,False,False,7
348,348,161.51,1,2000,US,I,False,False,8
349,349,128.18,1,2000,US,I,False,False,9
350,350,126.03,1,2000,US,I,False,False,0
351,351,159.37,1,2000,US,I,False,False,1
352,352,172.22,1,2000,US,I,False,False,2
353,353,135.78,1,2000,US,I,False,False,3
354,354,159.72,1,2000,US,I,False,False,4
355,355,124.4,1,2000,US,I,False,False,5
356,356,157.69,1,2000,US,I,True,True,6
357,357,193.82,1,2000,US,I,False,False,7
358,358,197.87,1,2000,US,I,False,False,8
359,359,196.82,1,2000,US,I,False,False,9
360,360,108.83,1,2000,US,I,False,False,0
361,361,115.86,1,2000,US,I,False,False,1
362,362,108.13,1,2000,US,I,False,False,2
363,363,166.13,1,2000,US,I,False,False,3
364,364,171.81,1,2000,US,I,False,False,4
365,365,136.12,1,2000,US,I,True,True,5
366,366,159.77,1,2000,US,I,False,False,6
367,367,188.46,1,2000,US,I,False,False,7
368,368,102.95,1,2000,US,I,False,False,8
369,369,95.32,1,2000,US,I,False,False,9
370,370,184.38,1,2000,US,I,False,False,0
371,371,109.67,1,2000,US,I,False,False,1
372,372,106.43,1,2000,US,I,False,False,2
373,373,99.68,1,2000,US,I,False,False,3
374,374,107.69,1,2000,US,I,False,False,4
375,375,205.58,1,2000,US,I,False,False,5
376,376,120.78,1,2000,US,I,False,False,6
377,377,94.76,1,2000,US,I,False,False,7
378,378,114.58,1,2000,US,I,False,False,8
379,379,183.36,1,2000,US,I,False,False,9
380,380,212.11,1,2000,US,I,False,False,0
381,381,131.26,1,2000,US,I,False,False,1
382,382,182.91,1,2000,US,I,False,False,2
383,383,163.39,1,2000,US,I,False,False,3
384,384,154.1,1,2000,US,I,False,False,4
385,385,161.76,1,2000,US,I,False,False,5
386,386,183.7,1,2000,US,I,False,False,6
387,387,162.34,1,2000,US,I,False,False,7
388,388,166.46,1,2000,US,I,False,False,8
389,389,170.43,1,2000,US,I,False,False,9
390,390,201.29,1,2000,US,I,False,False,0
391,391,126.09,1,2000,US,I,False,False,1
392,392,152.38,1,2000,US,I,False,False,2
393,393,175.96,1,2000,US,I,False,False,3
394,394,178.65,1,2000,US,I,False,False,4
395,395,141.09,1,2000,US,I,False,False,5
396,396,180.25,1,2000,US,I,False,False,6
397,397,141.38,1,2000,US,I,False,False,7
398,398,169.13,1,2000,US,I,False,False,8
399,399,202.87,1,2000,US,I,False,False,9
400,400,375.68,1,2000,US,I,False,False,0
401,401,345.63,1,2000,US,I,False,False,1
402,402,208.28,1,2000,US,I,False,False,2
403,403,241.2,1,2000,US,I,False,False,3
404,404,304.24,1,2000,US,I,False,False,4
405,405,244.08,1,2000,US,I,False,False,5
406,406,223.01,1,2000,US,I,False,False,6
407,407,376.73,1,2000,US,I,False,False,7
408,408,388.5,1,2000,US,I,False,False,8
409,409,277.27,1,2000,US,I,False,False,9
410,410,241.25,1,2000,US,I,False,False,0
411,411,365.16,1,2000,US,I,False,False,1
412,412,227.43,1,2000,US,I,False,False,2
413,413,281.31,1,2000,US,I,False,False,3
414,414,207.28,1,2000,US,I,True,True,4
415,415,293.79,1,2000,US,I,False,False,5
416,416,347.33,1,2000,US,I,False,False,6
417,417,207.97,1,2000,US,I,False,False,7
418,418,208.37,1,2000,US,I,False,False,8
419,419,288.53,1,2000,US,I,False,False,9
420,420,317.85,1,2000,US,I,False,False,0
421,421,405.42,1,2000,US,I,False,False,1
422,422,381.2,1,2000,US,I,False,False,2
423,423,323.77,1,2000,US,I,False,False,3
424,424,242.89,1,2000,US,I,False,False,4
425,425,343.67,1,2000,US,I,False,False,5
426,426,293.85,1,2000,US,I,False,False,6
427,427,307.44,1,2000,US,I,False,False,7
428,428,330.96,1,2000,US,I,False,False,8
429,429,220.24,1,2000,US,I,False,False,9
430,430,320.56,1,2000,US,I,False,False,0
431,431,194.72,1,2000,US,I,False,False,1
432,432,194.24,1,2000,US,I,True,True,2
433,433,330.6,1,2000,US,I,False,False,3
434,434,271.15,1,2000,US,I,False,False,4
435,435,272.42,1,2000,US,I,False,False,5
436,436,310.21,1,2000,US,I,False,False,6
437,437,318.63,1,2000,US,I,False,False,7
438,438,307.95,1,2000,US,I,False,False,8
439,439,363.88,1,2000,US,I,False,False,9
440,440,320.21,1,2000,US,I,False,False,0
441,441,399.99,1,2000,US,I,False,False,1
442,442,291.56,1,2000,US,I,False,False,2
443,443,263.46,1,2000,US,I,False,False,3
444,444,333.58,1,2000,US,I,False,False,4
445,445,284.52,1,2000,US,I,False,False,5
446,446,209.25,1,2000,US,I,False,False,6
447,447,348.37,1,2000,US,I,False,False,7
448,448,295.29,1,2000,US,I,False,False,8
449,449,355.05,1,2000,US,I,False,False,9
450,450,206.14,1,2000,US,I,False,False,0
451,451,438.42,1,2000,US,I,False,False,1
452,452,383.93,1,2000,US,I,False,False,2
453,453,401.98,1,2000,US,I,False,False,3
454,454,391.33,1,2000,US,I,False,False,4
455,455,336.98,1,2000,US,I,True,True,5
456,456,377.57,1,2000,US,I,False,False,6
457,457,314.35,1,2000,US,I,False,False,7
458,458,380.99,1,2000,US,I,False,False,8
459,459,249.97,1,2000,US,I,False,False,9
460,460,310.7,1,2000,US,I,False,False,0
461,461,250.92,1,2000,US,I,False,False,1
462,462,336.21,1,2000,US,I,False,False,2
463,463,301.22,1,2000,US,I,False,False,3
464,464,296.57,1,2000,US,I,False,False,4
465,465,225.46,1,2000,US,I,False,False,5
466,466,247.36,1,2000,US,I,False,False,6
467,467,443.39,1,2000,US,I,False,False,7
468,468,306.28,1,2000,US,I,False,False,8
469,469,355.57,1,2000,US,I,False,False,9
470,470,407.5,1,2000,US,I,False,False,0
471,471,331.69,1,2000,US,I,False,False,1
472,472,255.97,1,2000,US,I,False,False,2
473,473,224.21,1,2000,US,I,False,False,3
474,474,213.15,1,2000,US,I,False,False,4
475,475,373.77,1,2000,US,I,False,False,5
476,476,382.74,1,2000,US,I,False,False,6
477,477,377.49,1,2000,US,I,False,False,7
478,478,320.16,1,2000,US,I,False,False,8
479,479,325.57,1,2000,US,I,False,False,9
480,480,294.84,1,2000,US,I,False,False,0
481,481,228.22,1,2000,US,I,False,False,1
482,482,255.66,1,2000,US,I,False,False,2
483,483,283.85,1,2000,US,I,False,False,3
484,484,379.92,1,2000,US,I,False,False,4
485,485,410.78,1,2000,US,I,False,False,5
486,486,332.07,1,2000,US,I,False,False,6
487,487,197.07,1,2000,US,I,False,False,7
488,488,324.53,1,2000,US,I,False,False,8
489,489,363.99,1,2000,US,I,False,False,9
490,490,191.09,1,2000,US,I,False,False,0
491,491,275.92,1,2000,US,I,False,False,1
492,492,386.55,1,2000,US,I,False,False,2
493,493,185.71,1,2000,US,I,False,False,3
494,494,403.15,1,2000,US,I,False,False,4
495,495,403.0,1,2000,US,I,False,False,5
496,496,346.04,1,2000,US,I,False,False,6
497,497,230.63,1,2000,US,I,False,False,7
498,498,203.35,1,2000,US,I,False,False,8
499,499,298.87,1,2000,US,I,False,False,9
500,500,193.62,1,2000,US,I,False,False,0
501,501,276.16,1,2000,US,I,False,False,1
502,502,176.88,1,2000,US,I,False,False,2
503,503,441.72,1,2000,US,I,False,False,3
504,504,334.66,1,2000,US,I,False,False,4
505,505,179.2,1,2000,US,I,False,False,5
506,506,361.89,1,2000,US,I,False,False,6
507,507,272.88,1,2000,US,I,False,False,7
508,508,261.25,1,2000,US,I,False,False,8
509,509,383.87,1,2000,US,I,False,False,9
510,510,437.62,1,2000,US,I,False,False,0
511,511,240.73,1,2000,US,I,False,False,1
512,512,183.19,1,2000,US,I,False,False,2
513,513,250.96,1,2000,US,I,False,False,3
514,514,192.35,1,2000,US,I,False,False,4
515,515,277.34,1,2000,US,I,False,False,5
516,516,335.6,1,2000,US,I,False,False,6
517,517,221.77,1,2000,US,I,False,False,7
518,518,182.96,1,2000,US,I,False,False,8
519,519,297.13,1,2000,US,I,False,False,9
520,520,364.03,1,2000,US,I,False,False,0
521,521,259.71,1,2000,US,I,False,False,1
522,522,454.28,1,2000,US,I,False,False,2
523,523,250.36,1,2000,US,I,False,False,3
524,524,267.07,1,2000,US,I,False,False,4
525,525,284.41,1,2000,US,I,False,False,5
526,526,415.32,1,2000,US,I,False,False,6
527,527,413.08,1,2000,US,I,False,False,7
528,528,300.47,1,2000,US,I,False,False,8
529,529,229.51,1,2000,US,I,False,False,9
530,530,419.95,1,2000,US,I,False,False,0
531,531,238.16,1,2000,US,I,False,False,1
532,532,324.16,1,2000,US,I,False,False,2
533,533,221.81,1,2000,US,I,False,False,3
534,534,383.27,1,2000,US,I,False,False,4
535,535,416.72,1,2000,US,I,False,False,5
536,536,385.08,1,2000,US,I,False,False,6
537,537,241.54,1,2000,US,I,False,False,7
538,538,235.61,1,2000,US,I,False,False,8
539,539,361.84,1,2000,US,I,False,False,9
540,540,258.6,1,2000,US,I,False,False,0
541,541,297.93,1,2000,US,I,False,False,1
542,542,233.45,1,2000,US,I,False,False,2
543,543,233.25,1,2000,US,I,False,False,3
544,544,215.29,1,2000,US,I,False,False,4
545,545,231.89,1,2000,US,I,False,False,5
546,546,216.13,1,2000,US,I,False,False,6
547,547,270.83,1,2000,US,I,False,False,7
548,548,306.6,1,2000,US,I,False,False,8
549,549,371.0,1,2000,US,I,False,False,9
550,550,256.55,1,2000,US,I,False,False,0
551,551,276.11,1,2000,US,I,False,False,1
552,552,305.41,1,2000,US,I,False,False,2
553,553,188.06,1,2000,US,I,True,True,3
554,554,304.05,1,2000,US,I,False,False,4
555,555,285.11,1,2000,US,I,False,False,5
556,556,384.99,1,2000,US,I,False,False,6
557,557,189.1,1,2000,US,I,False,False,7
558,558,255.91,1,2000,US,I,False,False,8
559,559,273.52,1,2000,US,I,False,False,9
560,560,372.52,1,2000,US,I,False,False,0
561,561,263.48,1,2000,US,I,False,False,1
562,562,282.24,1,2000,US,I,False,False,2
563,563,221.52,1,2000,US,I,False,False,3
564,564,291.65,1,2000,US,I,False,False,4
565,565,422.38,1,2000,US,I,False,False,5
566,566,372.51,1,2000,US,I,False,False,6
567,567,236.8,1,2000,US,I,False,False,7
568,568,280.48,1,2000,US,I,False,False,8
569,569,342.07,1,2000,US,I,False,False,9
570,570,362.11,1,2000,US,I,False,False,0
571,571,270.44,1,2000,US,I,False,False,1
572,572,279.99,1,2000,US,I,False,False,2
573,573,368.11,1,2000,US,I,False,False,3
574,574,323.34,1,2000,US,I,False,False,4
575,575,281.48,1,2000,US,I,False,False,5
576,576,235.73,1,2000,US,I,False,False,6
577,577,401.25,1,2000,US,I,False,False,7
578,578,247.79,1,2000,US,I,False,False,8
579,579,286.74,1,2000,US,I,False,False,9
580,580,330.1,1,2000,US,I,False,False,0
581,581,268.56,1,2000,US,I,False,False,1
582,582,248.74,1,2000,US,I,False,False,2
583,583,215.58,1,2000,US,I,False,False,3
584,584,346.66,1,2000,US,I,False,False,4
585,585,292.58,1,2000,US,I,False,False,5
586,586,186.58,1,2000,US,I,False,False,6
587,587,249.75,1,2000,US,I,False,False,7
588,588,360.57,1,2000,US,I,False,False,8
589,589,360.25,1,2000,US,I,False,False,9
590,590,333.78,1,2000,US,I,False,False,0
591,591,217.44,1,2000,US,I,False,False,1
592,592,354.14,1,2000,US,I,False,False,2
593,593,310.74,1,2000,US,I,False,False,3
594,594,294.9,1,2000,US,I,False,False,4
595,595,388.53,1,2000,US,I,False,False,5
596,596,268.54,1,2000,US,I,False,False,6
597,597,356.87,1,2000,US,I,False,False,7
598,598,246.53,1,2000,US,I,False,False,8
599,599,411.7,1,2000,US,I,True,True,9
600,600,192.97,1,2000,US,I,False,False,0
601,601,406.32,1,2000,US,I,False,False,1
602,602,191.59,1,2000,US,I,False,False,2
603,603,226.02,1,2000,US,I,False,False,3
604,604,285.25,1,2000,US,I,False,False,4
